,property_type,place_with_parent_names,region,lat-lon,area_m2,price_usd
241,apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.002883,-38.486099",156.0,"$321,412.96"
242,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.941992,-38.403465",54.0,"$93,615.42"
243,apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.950598,-38.40873",195.0,"$390,064.28"
244,apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.950598,-38.40873",142.0,"$262,123.19"
245,apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,,112.0,"$212,194.96"
246,apartment,|Brasil|Bahia|Salvador|Alphaville I|,Northeast,"-12.941992,-38.403465",137.0,"$196,592.39"
247,apartment,|Brasil|Bahia|Salvador|,Northeast,,143.0,"$265,243.71"
248,apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",128.0,"$152,905.19"
249,apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",111.0,"$174,748.79"
250,house,|Brasil|Bahia|Lauro de Freitas|Estrada do Coco|,Northeast,"-12.852844,-38.32711",120.0,"$121,700.05"
251,apartment,|Brasil|Bahia|Salvador|,Northeast,,230.0,"$296,448.85"
252,apartment,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",71.0,"$81,133.37"
253,apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",186.0,"$234,038.56"
254,apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.009664,-38.486431",186.0,"$411,471.01"
255,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.984901,-38.439594",128.0,"$234,038.56"
256,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.998506,-38.52309",122.0,"$249,641.14"
257,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.98223,-38.43898",59.0,"$145,790.42"
258,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.994513,-38.479004",140.0,"$234,038.56"
259,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.964468,-38.417938",180.0,"$277,725.76"
260,apartment,|Brasil|Bahia|Salvador|Campo Grande|,Northeast,"-12.993533,-38.526047",210.0,"$246,520.62"
261,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.992462,-38.444553",59.0,"$113,898.77"
262,apartment,|Brasil|Bahia|Salvador|Candeal|,Northeast,"-12.993493,-38.477962",71.0,"$106,097.48"
263,apartment,|Brasil|Bahia|Salvador|Candeal|,Northeast,,63.0,"$106,097.48"
264,apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-13.004092,-38.5047",55.0,"$140,423.14"
265,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",98.0,"$174,748.79"
266,apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",127.0,"$180,989.82"
267,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",235.0,"$165,387.25"
268,apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",195.0,"$452,474.56"
269,apartment,|Brasil|Bahia|Salvador|Campo Grande|,Northeast,"-12.993533,-38.526047",170.0,"$202,833.42"
270,apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.991933,-38.465279",95.0,"$187,230.85"
271,apartment,|Brasil|Bahia|Salvador|Campo Grande|,Northeast,"-12.993533,-38.526047",230.0,"$405,666.85"
272,apartment,|Brasil|Bahia|Salvador|Canela|,Northeast,"-12.992102,-38.521461",185.0,"$212,194.96"
273,apartment,|Brasil|Bahia|Salvador|Jardim Apipema|,Northeast,"-13.00525,-38.516327",90.0,"$184,110.34"
274,apartment,|Brasil|Bahia|Salvador|Stiep|,Northeast,"-12.983234,-38.443928",75.0,"$131,061.59"
275,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.998506,-38.52309",166.0,"$187,230.85"
276,apartment,|Brasil|Bahia|Salvador|Canela|,Northeast,"-12.992472,-38.52298",100.0,"$227,797.54"
277,apartment,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",71.0,"$78,012.85"
278,house,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.991933,-38.465279",250.0,"$374,461.71"
279,apartment,|Brasil|Bahia|Salvador|Alphaville I|,Northeast,"-12.941992,-38.403465",158.0,"$180,989.82"
280,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.998506,-38.52309",102.0,"$265,243.71"
281,apartment,|Brasil|Bahia|Salvador|Parque Bela Vista|,Northeast,"-12.985579,-38.470348",54.0,"$92,679.27"
282,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.98223,-38.43898",128.0,"$235,843.06"
283,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.998506,-38.52309",164.0,"$414,404.29"
284,apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.96049,-38.405239",210.0,"$327,653.99"
285,apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.96049,-38.405239",139.0,"$234,038.56"
286,apartment,|Brasil|Bahia|Salvador|Jardim Apipema|,Northeast,"-13.002785,-38.519222",215.0,"$374,461.71"
287,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",180.0,"$265,243.71"
288,apartment,|Brasil|Bahia|Salvador|Jaguaribe|,Northeast,"-12.94999,-38.391624",212.0,"$415,028.39"
289,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.998506,-38.52309",120.0,"$98,296.19"
290,apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,,98.0,"$227,797.54"
291,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.993533,-38.526047",168.0,"$312,051.42"
292,apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",142.0,"$115,146.97"
293,house,|Brasil|Bahia|Lauro de Freitas|Estrada do Coco|,Northeast,,73.0,"$81,133.37"
294,apartment,|Brasil|Bahia|Salvador|Parque Bela Vista|,Northeast,"-12.985591,-38.469273",78.0,"$134,182.11"
295,apartment,|Brasil|Bahia|Salvador|Candeal|,Northeast,"-12.993493,-38.477962",100.0,"$109,217.99"
296,apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",198.0,"$218,435.99"
297,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",114.0,"$202,833.42"
298,apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",82.0,"$81,133.37"
299,apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,,220.0,"$343,256.56"
300,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",203.0,"$265,243.71"
301,apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.002345,-38.528343",90.0,"$131,061.59"
302,apartment,|Brasil|Bahia|Salvador|Boca do Rio|,Northeast,"-12.970389,-38.424129",75.0,"$85,703.40"
303,apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,,210.0,"$480,840.04"
304,apartment,|Brasil|Bahia|Salvador|,Northeast,,70.0,"$126,880.10"
305,apartment,|Brasil|Bahia|Salvador|Engenho Velho de Brotas|,Northeast,"-12.982599,-38.499725",67.0,"$131,061.59"
306,apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.002883,-38.486099",156.0,"$390,064.28"
307,apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.951526,-38.392464",116.0,"$208,450.35"
308,apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.951526,-38.392464",143.0,"$253,385.75"
309,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.968704,-38.435516",109.0,"$146,664.17"
310,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",155.0,"$310,491.16"
311,apartment,|Brasil|Bahia|Salvador|,Northeast,,155.0,"$296,448.85"
312,apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",71.0,"$84,253.88"
313,apartment,|Brasil|Bahia|Salvador|Candeal|,Northeast,"-12.99183,-38.477451",100.0,"$146,664.17"
314,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.998506,-38.52309",103.0,"$186,669.16"
315,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.970966,-38.436806",89.0,"$160,706.48"
316,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.941992,-38.403465",143.0,"$296,448.85"
317,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.999527,-38.46265",75.0,"$77,388.75"
318,house,|Brasil|Bahia|Salvador|Itapuã|,Northeast,"-12.930742,-38.365299",170.0,"$93,615.42"
319,apartment,|Brasil|Bahia|Salvador|Jardim Apipema|,Northeast,"-13.002785,-38.519222",230.0,"$464,956.62"
320,apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",73.0,"$104,537.22"
321,apartment,|Brasil|Bahia|Salvador|,Northeast,,77.0,"$109,217.99"
322,apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.958966,-38.405651",200.0,"$187,230.85"
323,apartment,|Brasil|Bahia|Lauro de Freitas|Jardim Aeroporto|,Northeast,"-12.852844,-38.32711",74.0,"$101,416.71"
324,apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.950598,-38.40873",142.0,"$274,605.25"
325,apartment,|Brasil|Bahia|Salvador|,Northeast,"-13.001876,-38.501404",77.0,"$109,217.99"
326,apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.958966,-38.405651",200.0,"$187,230.85"
327,apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,,73.0,"$104,537.22"
328,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",210.0,"$238,719.34"
329,apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,"-12.998506,-38.52309",105.0,"$136,490.60"
330,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",210.0,"$238,719.34"
331,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.998506,-38.52309",105.0,"$136,490.60"
332,apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.009664,-38.486431",186.0,"$405,666.85"
333,apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,,186.0,"$405,666.85"
334,apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.002345,-38.528343",128.0,"$140,423.14"
335,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",139.0,"$249,641.14"
336,apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.004878,-38.532276",182.0,"$436,871.99"
337,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",139.0,"$249,641.14"
338,apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.004878,-38.532276",182.0,"$436,871.99"
339,apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.002883,-38.486099",204.0,"$452,474.56"
340,apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.002883,-38.486099",204.0,"$468,077.13"
341,apartment,|Brasil|Bahia|Salvador|Garcia|,Northeast,"-12.990577,-38.510612",82.0,"$131,061.59"
342,apartment,|Brasil|Bahia|Salvador|Garcia|,Northeast,"-12.990577,-38.510612",82.0,"$131,061.59"
343,apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",110.0,"$93,615.42"
344,apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.9371316,-38.3556842",106.0,"$185,670.59"
345,apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.974083,-38.431091",63.0,"$109,217.99"
346,apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",110.0,"$93,615.42"
347,apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.9371316,-38.3556842",106.0,"$185,670.59"
348,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.974083,-38.431091",63.0,"$109,217.99"
349,apartment,|Brasil|Bahia|Salvador|Vila Laura|,Northeast,"-12.971625,-38.486305",67.0,"$112,338.51"
350,apartment,|Brasil|Bahia|Salvador|Parque Bela Vista|,Northeast,"-12.985591,-38.469273",88.0,"$121,700.05"
351,apartment,|Brasil|Bahia|Salvador|Parque Bela Vista|,Northeast,"-12.985591,-38.469273",88.0,"$121,700.05"
352,apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.952238,-38.395287",133.0,"$199,182.42"
353,apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,,133.0,"$199,182.42"
354,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.937969,-38.381538",67.0,"$106,097.48"
355,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.937969,-38.381538",82.0,"$127,941.08"
356,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.937969,-38.381538",67.0,"$106,097.48"
357,apartment,|Brasil|Bahia|Salvador|,Northeast,,82.0,"$127,941.08"
358,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",110.0,"$215,315.48"
359,apartment,|Brasil|Bahia|Salvador|Vitória|,Northeast,"-12.993533,-38.526047",112.0,"$196,592.39"
360,house,|Brasil|Bahia|Lauro de Freitas|,Northeast,,160.0,"$176,309.05"
361,apartment,|Brasil|Bahia|Salvador|Parque Bela Vista|,Northeast,"-12.985591,-38.469273",53.0,"$90,800.72"
362,apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.007857,-38.498463",60.0,"$96,735.94"
363,house,|Brasil|Bahia|Salvador|Pituaçu|,Northeast,"-12.968771,-38.42057",200.0,"$249,641.14"
364,apartment,|Brasil|Bahia|Salvador|Armação|,Northeast,"-12.98223,-38.43898",79.0,"$156,457.90"
365,apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,"-12.998506,-38.52309",103.0,"$252,888.97"
366,apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.970966,-38.436806",90.0,"$158,740.56"
367,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",84.0,"$146,664.17"
368,apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.000164,-38.489021",59.0,"$130,749.54"
369,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",97.0,"$193,471.88"
370,apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.983924,-38.450443",110.0,"$152,905.19"
371,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",84.0,"$146,664.17"
372,apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.000164,-38.489021",59.0,"$130,749.54"
373,apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,,115.0,"$288,335.51"
374,apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.000164,-38.489021",115.0,"$288,335.51"
375,apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827576,-39.029541",113.0,"$101,416.71"
376,apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.801797,-39.041534",109.0,"$160,706.48"
377,apartment,|Brasil|Bahia|Vitória da Conquista|,Northeast,"-14.859674,-40.820404",112.0,"$90,494.91"
378,house,|Brasil|Bahia|Ilhéus|,Northeast,"-14.841515,-39.02878",190.0,"$106,097.48"
379,apartment,|Brasil|Bahia|Barreiras|,Northeast,,76.0,"$78,012.85"
380,house,|Brasil|Bahia|Barreiras|,Northeast,"-12.147748,-44.995347",130.0,"$84,253.88"
381,house,|Brasil|Bahia|Salvador|Pernambués|,Northeast,"-12.973864,-38.466591",80.0,"$468,077.13"
382,apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.965071,-38.435036",70.0,"$133,462.52"
383,apartment,|Brasil|Bahia|Salvador|Itapuã|,Northeast,"-12.938337,-38.362667",65.0,"$102,641.20"
384,apartment,|Brasil|Bahia|Barreiras|,Northeast,"-12.149824,-44.992315",67.0,"$86,296.26"
385,house,|Brasil|Bahia|Barreiras|,Northeast,,230.0,"$87,374.39"
386,house,|Brasil|Bahia|Barreiras|,Northeast,"-12.146704,-45.009677",145.0,"$78,012.85"
387,house,|Brasil|Bahia|Porto Seguro|,Northeast,"-16.444413,-39.065332",96.0,"$202,833.42"
388,apartment,|Brasil|Bahia|Ilhéus|Centro|,Northeast,"-14.78655,-39.03495",86.0,"$132,683.01"
389,house,|Brasil|Bahia|Ilhéus|,Northeast,"-14.834512,-39.026514",110.0,"$109,217.99"
390,apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.844938,-39.026431",75.0,"$76,452.59"
391,apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827576,-39.029541",113.0,"$102,581.90"
392,house,|Brasil|Bahia|Ilhéus|,Northeast,"-14.841484,-39.028789",114.0,"$95,487.73"
393,apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.816835,-39.025423",58.0,"$91,811.77"
394,apartment,|Brasil|Bahia|Barreiras|,Northeast,"-12.139819,-45.012824",132.0,"$78,012.85"
395,apartment,|Brasil|Bahia|Ilhéus|Centro|,Northeast,"-14.78619,-39.03628",84.0,"$122,636.21"
396,apartment,|Brasil|Bahia|Ilhéus|,Northeast,,130.0,"$312,051.42"
397,house,|Brasil|Bahia|Barreiras|,Northeast,"-12.15477,-45.0016",110.0,"$90,494.91"
398,apartment,|Brasil|Bahia|Barreiras|,Northeast,"-12.144439,-44.996502",96.0,"$87,374.39"
399,house,|Brasil|Bahia|Ilhéus|,Northeast,"-14.841515,-39.02878",182.0,"$109,217.99"
400,house,|Brasil|Bahia|Ilhéus|,Northeast,"-14.841515,-39.02878",136.0,"$101,416.71"
401,apartment,|Brasil|Bahia|Barreiras|,Northeast,"-12.149369,-44.990957",194.0,"$102,976.97"
402,apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.009679,-38.486305",220.0,"$405,666.85"
403,apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.009679,-38.486305",220.0,"$405,666.85"
404,apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.950598,-38.40873",142.0,"$343,256.56"
405,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",108.0,"$168,507.77"
406,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",108.0,"$168,507.77"
407,apartment,|Brasil|Bahia|Salvador|Garcia|,Northeast,"-12.990577,-38.510612",74.0,"$102,976.97"
408,apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.009875,-38.481541",140.0,"$140,423.14"
409,apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.970382,-38.512382",94.0,"$165,387.25"
410,apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",67.0,"$140,423.14"
411,apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.009875,-38.481541",140.0,"$140,423.14"
412,apartment,|Brasil|Bahia|Salvador|Acupe de Brotas|,Northeast,"-12.993782,-38.492218",60.0,"$117,647.44"
413,apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.971756,-38.438103",110.0,"$126,968.00"
414,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.993305,-38.45739",105.0,"$218,435.99"
415,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.971756,-38.438103",110.0,"$126,968.00"
416,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.993305,-38.45739",105.0,"$218,435.99"
417,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",115.0,"$143,543.65"
418,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",115.0,"$143,543.65"
419,apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.840205,-39.031994",65.0,"$86,219.80"
420,apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.805622,-39.037059",74.0,"$109,998.12"
421,apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.009623,-38.514156",115.0,"$196,592.39"
422,apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.983924,-38.450443",110.0,"$131,061.59"
423,apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.957254,-38.429649",57.0,"$98,296.19"
424,apartment,|Brasil|Bahia|Ilhéus|,Northeast,,220.0,"$124,820.57"
425,house,|Brasil|Bahia|Ilhéus|,Northeast,"-14.841515,-39.02878",182.0,"$102,976.97"
426,apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.950598,-38.40873",243.0,"$452,474.56"
427,house,|Brasil|Bahia|Ilhéus|,Northeast,"-14.841484,-39.028789",115.0,"$93,615.42"
428,house,|Brasil|Bahia|Ilhéus|,Northeast,"-14.841484,-39.028789",115.0,"$93,615.42"
429,house,|Brasil|Bahia|Ilhéus|,Northeast,,120.0,"$98,296.19"
430,house,|Brasil|Bahia|Ilhéus|,Northeast,"-14.841484,-39.028789",159.0,"$109,217.99"
431,house,|Brasil|Bahia|Salvador|Itapuã|,Northeast,"-12.94748,-38.365459",120.0,"$202,833.42"
432,apartment,|Brasil|Bahia|Salvador|Itapuã|,Northeast,"-12.939807,-38.367931",58.0,"$76,452.59"
433,apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.001169,-38.49419",92.0,"$165,387.25"
434,apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,,160.0,"$218,435.99"
435,apartment,|Brasil|Bahia|Salvador|Garcia|,Northeast,"-12.990577,-38.510612",77.0,"$140,423.14"
436,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",145.0,"$191,131.49"
437,apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.9371316,-38.3556842",90.0,"$99,856.45"
438,apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.837616,-39.028094",180.0,"$143,543.65"
439,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",203.0,"$265,243.71"
440,apartment,|Brasil|Bahia|Salvador|Armação|,Northeast,"-12.981397,-38.441444",75.0,"$118,579.54"
441,house,|Brasil|Bahia|Lauro de Freitas|Miragem|,Northeast,"-12.852844,-38.32711",110.0,"$218,435.99"
442,apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.9429024,-38.3982041",140.0,"$230,918.05"
443,apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.9429024,-38.3982041",210.0,"$343,256.56"
444,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",133.0,"$176,777.13"
445,apartment,|Brasil|Bahia|Salvador|Nazaré|,Northeast,"-12.9808155,-38.5086421",130.0,"$112,338.51"
446,apartment,|Brasil|Bahia|Salvador|Canela|,Northeast,"-12.992472,-38.52298",134.0,"$316,732.19"
447,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.9890124,-38.4392045",120.0,"$186,294.70"
448,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",93.0,"$145,103.91"
449,apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,"-13.0002554,-38.5188762",70.0,"$123,260.31"
450,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,,75.0,"$131,061.59"
451,apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.950598,-38.40873",112.0,"$237,159.08"
452,apartment,|Brasil|Bahia|Salvador|Vitória|,Northeast,"-12.9930033,-38.5247961",168.0,"$343,256.56"
453,apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-15.61667,-39.7",100.0,"$217,811.89"
454,apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.9903761,-38.4468721",105.0,"$113,898.77"
455,apartment,|Brasil|Bahia|Salvador|Stiep|,Northeast,,80.0,"$118,579.54"
456,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",107.0,"$132,621.85"
457,apartment,|Brasil|Bahia|Salvador|Canela|,Northeast,,134.0,"$340,136.05"
458,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",72.0,"$124,820.57"
459,apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.9429024,-38.3982041",143.0,"$227,797.54"
460,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",90.0,"$124,820.57"
461,apartment,|Brasil|Bahia|Salvador|Vitória|,Northeast,,181.0,"$265,243.71"
462,apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.9928931,-38.4665922",98.0,"$171,628.28"
463,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",78.0,"$98,296.19"
464,apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.000164,-38.489021",164.0,"$296,448.85"
465,apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.000164,-38.489021",164.0,"$296,448.85"
466,apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",112.0,"$110,778.25"
467,apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.845166,-39.025691",70.0,"$87,374.39"
